Steps,Action,Change,Network
11,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
12,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
13,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
14,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
15,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
16,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
17,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
18,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
19,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
20,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
21,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
22,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
23,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
24,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
25,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
26,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
27,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
28,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
29,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
30,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
31,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
32,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
33,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
34,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
35,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
36,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
37,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
38,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
39,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
40,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
41,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
42,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
43,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
44,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
45,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
46,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
47,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
48,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
49,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
50,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
51,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
52,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
53,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
54,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
55,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
56,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
57,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
58,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
59,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
60,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
61,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
62,"Exploit: target=(3, 0), cost=1.00, prob=0.80, req_access=USER, os=linux, service=ssh, access=1",new sensitive host,tiny.yaml
63,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
64,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
65,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
66,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
67,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
68,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
69,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
70,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
71,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
72,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
73,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
74,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
75,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
76,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
77,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
78,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
79,"Exploit: target=(1, 0), cost=1.00, prob=0.80, req_access=USER, os=linux, service=ssh, access=1",new sensitive host,tiny.yaml
80,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
81,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
82,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
83,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
84,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",new sensitive host,tiny.yaml
85,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
86,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
87,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
88,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
89,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
90,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
91,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
92,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
93,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
94,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
95,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
96,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
97,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
98,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
99,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
100,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
101,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
102,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
103,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
104,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
105,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
106,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
107,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
108,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
109,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
110,"Exploit: target=(3, 0), cost=1.00, prob=0.80, req_access=USER, os=linux, service=ssh, access=1",new sensitive host,tiny.yaml
111,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
112,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
113,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
114,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
115,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
116,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
117,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
118,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
119,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
120,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
121,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
122,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
123,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
124,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
125,"Exploit: target=(1, 0), cost=1.00, prob=0.80, req_access=USER, os=linux, service=ssh, access=1",new sensitive host,tiny.yaml
126,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
127,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
128,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
129,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
130,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
131,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
132,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
133,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
134,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
135,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
136,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
137,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
138,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
139,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
140,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
141,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
142,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
143,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
144,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
145,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
146,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
147,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
148,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
149,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
150,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
151,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
152,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
153,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
154,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",new sensitive host,tiny.yaml
155,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
156,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
157,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
158,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
159,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
160,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
161,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
162,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
163,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
164,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
165,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
166,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
167,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
168,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
169,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
170,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
171,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
172,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
173,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
174,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
175,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
176,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
177,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
178,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
179,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
180,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
181,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
182,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
183,"Exploit: target=(2, 0), cost=1.00, prob=0.80, req_access=USER, os=linux, service=ssh, access=1",new sensitive host,tiny.yaml
184,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
185,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
186,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
187,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
188,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
189,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
190,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
191,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
192,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
193,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
194,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
195,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",new sensitive host,tiny.yaml
